,Player,Pos,Age,Tm,PER,TS%,AST%,WS/48,OBPM,DBPM,Year,
1742,Juancho Hernangomez,PF,24,MIN,14.1,0.576,6.4,0.098,-0.4,-1,2019,1
1743,Willy Hernangomez,C,25,CHO,19.2,0.576,13.5,0.107,0.6,-0.5,2019,1
1744,Tyler Herro,SG,20,MIA,12.5,0.55,12.7,0.05,-0.4,-1.2,2019,1
1745,Buddy Hield,SG,27,SAC,16,0.566,15.5,0.064,2.5,-1.4,2019,1
1746,George Hill,PG,33,MIL,16.9,0.659,19,0.21,1.6,1.3,2019,1
1747,Solomon Hill,PF,28,TOT,9.8,0.535,12.4,0.064,-2,0.3,2019,1
1748,Solomon Hill,PF,28,MEM,10.2,0.549,13.4,0.072,-1.7,0.2,2019,1
1749,Solomon Hill,PF,28,MIA,8.1,0.471,7.3,0.023,-3.8,0.9,2019,1
1750,Aaron Holiday,PG,23,IND,11.6,0.521,19.1,0.063,-1.6,0,2019,1
1751,Jrue Holiday,SG,29,NOP,17,0.537,29.1,0.088,1.6,0.2,2019,1
1752,Justin Holiday,SF,30,IND,12.1,0.585,6.7,0.112,-0.5,1.8,2019,1
1753,Richaun Holmes,C,26,SAC,19.7,0.681,5.1,0.19,0.3,0.6,2019,1
1754,Rodney Hood,SF,27,POR,12.2,0.625,7,0.084,-0.4,-0.5,2019,1
1755,Al Horford,C,33,PHI,15.7,0.536,19.2,0.128,1.3,1,2019,1
1756,Talen Horton-Tucker,SG,19,LAL,12.3,0.535,10.5,0.07,-4,2,2019,1
1757,Danuel House Jr.,SF,26,HOU,11.3,0.572,6.1,0.091,-0.8,0,2019,1
1758,Dwight Howard,C,34,LAL,18.7,0.696,4.8,0.197,-1,1.2,2019,1
1759,Kevin Huerter,SG,21,ATL,11.5,0.536,17.5,0.043,-0.7,-0.9,2019,1
1760,De'Andre Hunter,SF,22,ATL,8.6,0.521,8,0.002,-2.9,-1.8,2019,1
1761,Chandler Hutchison,SF,23,CHI,12.4,0.521,7.4,0.06,-2.7,0.1,2019,1
1762,Serge Ibaka,C,30,TOR,17.3,0.583,8.6,0.126,0.1,0,2019,1
1763,Andre Iguodala,SF,36,MIA,10.5,0.507,16.9,0.065,-1.9,1.4,2019,1
1764,Joe Ingles,PF,32,UTA,12.6,0.595,24.4,0.108,0,0.7,2019,1
1765,Brandon Ingram,PF,22,NOP,18.8,0.587,19.3,0.115,2.5,-0.4,2019,1
1766,Frank Jackson,PG,21,NOP,9.1,0.51,10.8,0.01,-3.3,-2.2,2019,1
1767,Jaren Jackson Jr.,C,20,MEM,16.3,0.593,7.2,0.103,0.3,0.1,2019,1
1768,Josh Jackson,SF,22,MEM,14.1,0.547,13.1,0.069,-1.1,1.1,2019,1
1769,Reggie Jackson,SG-PG,29,TOT,13.7,0.529,26.2,0.073,0.8,-1.2,2019,1
1770,Reggie Jackson,PG,29,DET,14.7,0.492,30.8,0.047,1.7,-2.2,2019,1
1771,Reggie Jackson,SG,29,LAC,12.6,0.587,21.3,0.1,-0.1,-0.2,2019,1
1772,LeBron James,PG,35,LAL,25.5,0.577,49.1,0.204,6.6,1.8,2019,1
1773,Ty Jerome,SG,22,PHO,7.9,0.425,18.2,-0.003,-4,0.1,2019,1
1774,Alize Johnson,PF,23,IND,13.3,0.509,7.7,0.111,-1.8,0.3,2019,1
1775,Cameron Johnson,PF,23,PHO,12.9,0.586,7.7,0.102,0.8,-0.4,2019,1
1776,James Johnson,PF-C,32,TOT,14.8,0.572,18.4,0.089,-1.1,1.1,2019,1
1777,James Johnson,PF,32,MIA,11.1,0.547,11.1,0.065,-2.6,0.8,2019,1
1778,James Johnson,C,32,MIN,17.9,0.588,24.4,0.109,0.1,1.5,2019,1
1779,Keldon Johnson,SF,20,SAS,19.1,0.711,7.2,0.174,1.5,0,2019,1
1780,Nikola Jokic,C,24,DEN,24.9,0.605,35.2,0.202,5.5,2,2019,1
1781,Damian Jones,C,24,ATL,15.6,0.712,5.6,0.152,-1.6,0.1,2019,1
1782,Derrick Jones Jr.,SF,22,MIA,14.9,0.62,6.7,0.153,-0.3,1.1,2019,1
1783,Tyus Jones,PG,23,MEM,15.7,0.532,32,0.117,0.4,0.2,2019,1
1784,DeAndre Jordan,C,31,BRK,19.9,0.682,12.6,0.2,1.2,1.8,2019,1
1785,Cory Joseph,PG,28,SAC,10.1,0.517,19.1,0.062,-2.1,0.1,2019,1
1786,Frank Kaminsky,C,26,PHO,14.2,0.545,14.3,0.087,-0.1,-0.4,2019,1
1787,Enes Kanter,C,27,BOS,22.4,0.599,8.8,0.214,1.8,-0.3,2019,1
1788,Luke Kennard,SG,23,DET,14.4,0.589,19.2,0.1,1.1,-1.4,2019,1
1789,Maxi Kleber,PF,28,DAL,13.6,0.605,6.3,0.123,0.4,0,2019,1
1790,Kevin Knox II,SF,20,NYK,8.3,0.47,7.4,0.007,-3.1,-1.1,2019,1
1791,John Konchar,SG,23,MEM,18,0.713,16.2,0.182,2.5,2,2019,1
1792,Furkan Korkmaz,SG,22,PHI,12,0.579,7.3,0.085,-0.3,-1,2019,1
1793,Kyle Kuzma,PF,24,LAL,12.2,0.531,7.6,0.063,-1.6,-1,2019,1
1794,Jeremy Lamb,SG,27,IND,14,0.547,10.5,0.099,-1.1,0.8,2019,1
1795,Romeo Langford,SG,20,BOS,5.4,0.434,4.5,0.025,-4.7,-0.3,2019,1
1796,Zach LaVine,SG,24,CHI,19.4,0.568,21.7,0.091,3.2,-0.8,2019,1
1797,Jake Layman,SF,25,MIN,10.3,0.544,4.4,0.03,-2.7,-1,2019,1
1798,Damion Lee,SG,27,GSW,12.7,0.548,14.4,0.058,-1.5,-0.8,2019,1
1799,Alex Len,C,26,TOT,17.7,0.6,7.9,0.122,-0.5,-0.3,2019,1
1800,Alex Len,C,26,ATL,17.5,0.59,8.7,0.113,-0.2,-0.2,2019,1
1801,Alex Len,C,26,SAC,18.2,0.64,5.2,0.15,-1.3,-0.3,2019,1
1802,Caris LeVert,SG,25,BRK,16.1,0.514,25,0.055,0.6,-0.9,2019,1
1803,Damian Lillard,PG,29,POR,26.9,0.627,34.4,0.225,8.3,-0.9,2019,1
1804,Nassir Little,PF,19,POR,9.6,0.505,5,0.047,-2.9,-0.6,2019,1
1805,Kevon Looney,C,23,GSW,9.4,0.403,11.1,0.006,-4.8,-0.8,2019,1
1806,Brook Lopez,C,31,MIL,15,0.551,7.4,0.145,-0.4,2.5,2019,1
1807,Robin Lopez,C,31,MIL,10.2,0.554,6.3,0.077,-3,0.4,2019,1
1808,Kevin Love,PF,31,CLE,17.9,0.599,15.4,0.101,2.6,-0.5,2019,1
1809,Kyle Lowry,PG,33,TOR,17.7,0.59,30.6,0.171,2.2,1,2019,1
1810,Timothe Luwawu-Cabarrot,SF,24,BRK,11,0.599,4.9,0.095,-1.8,-0.5,2019,1
1811,Trey Lyles,PF,24,SAS,12.6,0.557,7.2,0.083,-0.5,-0.7,2019,1
1812,Terance Mann,SF,23,LAC,10.6,0.545,19.3,0.106,-2.8,1.2,2019,1
1813,Boban Marjanovic,C,31,DAL,25.7,0.612,8.3,0.2,2.8,-1.6,2019,1
1814,Lauri Markkanen,PF,22,CHI,14.3,0.56,7.6,0.084,0.2,-0.8,2019,1
1815,Caleb Martin,SF,24,CHO,12,0.595,11.1,0.081,-1.6,0.6,2019,1
1816,Cody Martin,SF,24,CHO,10.5,0.505,15.7,0.052,-3.1,1,2019,1
1817,Kelan Martin,SF,24,MIN,9.2,0.506,6.8,0.023,-3.3,-1,2019,1
1818,Garrison Mathews,SG,23,WAS,13.1,0.691,5.8,0.131,-0.6,-0.5,2019,1
1819,CJ McCollum,SG,28,POR,17,0.541,19.1,0.077,2.3,-1.8,2019,1
1820,T.J. McConnell,PG,27,IND,16.5,0.54,37.6,0.121,0.1,0.4,2019,1
1821,Jalen McDaniels,SF,22,CHO,10.7,0.574,6.8,0.078,-3.4,0.1,2019,1
1822,Doug McDermott,PF,28,IND,14.4,0.62,8.4,0.117,1.4,-1.3,2019,1
1823,JaVale McGee,C,32,LAL,19.4,0.652,4.6,0.198,-0.6,2.1,2019,1
1824,Rodney McGruder,SG,28,LAC,6.7,0.477,5.3,0.055,-3.7,0.8,2019,1
1825,Jordan McLaughlin,PG,23,MIN,16.3,0.587,31,0.13,0.3,0,2019,1
1826,Ben McLemore,SF,26,HOU,11.8,0.622,5.2,0.099,0,-0.6,2019,1
1827,De'Anthony Melton,PG,21,MEM,13.5,0.501,20.1,0.072,-2.2,2,2019,1
1828,Chimezie Metu,C,22,SAS,22.2,0.608,14.9,0.13,1.9,-0.1,2019,1
1829,Khris Middleton,SF,28,MIL,21.1,0.619,22.2,0.205,3.4,0.7,2019,1
1830,Patty Mills,PG,31,SAS,14.8,0.592,11.4,0.091,1.2,-1.2,2019,1
1831,Paul Millsap,PF,34,DEN,16.9,0.591,9.6,0.136,0.3,-0.2,2019,1
1832,Shake Milton,SG,23,PHI,14.4,0.617,18.8,0.126,0,-1,2019,1
1833,Donovan Mitchell,SG,23,UTA,18.8,0.558,21.6,0.11,2.4,-0.6,2019,1
1834,Malik Monk,SG,21,CHO,12.6,0.53,16.6,0.028,-1.1,-1.3,2019,1
1835,Ja Morant,PG,20,MEM,17.4,0.556,35.2,0.088,1.5,-1.2,2019,1
1836,Marcus Morris Sr.,SF-PF,30,TOT,14.3,0.57,6.8,0.088,0.6,-0.7,2019,1
1837,Marcus Morris Sr.,SF,30,NYK,16.5,0.582,6.8,0.101,1.8,-1.1,2019,1
1838,Marcus Morris Sr.,PF,30,LAC,8.9,0.523,6.8,0.055,-2.5,0.3,2019,1
1839,Markieff Morris,PF,30,TOT,12.5,0.565,10.1,0.058,-1.1,-0.9,2019,1
1840,Markieff Morris,PF,30,DET,12.7,0.573,11,0.049,-1.1,-1,2019,1
1841,Markieff Morris,PF,30,LAL,11.5,0.516,5.4,0.106,-1.3,-0.1,2019,1
1842,Monte Morris,PG,24,DEN,14.9,0.545,22.1,0.112,0.4,-0.5,2019,1
1843,Mychal Mulder,SF,25,GSW,7.8,0.533,5.8,0.017,-3.3,-2.8,2019,1
1844,Dejounte Murray,PG,23,SAS,16.2,0.524,23.1,0.074,-0.9,1.3,2019,1
1845,Mike Muscala,C,28,OKC,12.5,0.569,10.1,0.107,0.1,-0.2,2019,1
1846,Svi Mykhailiuk,SF,22,DET,11.2,0.578,12.3,0.06,-0.7,-1.2,2019,1
1847,Abdel Nader,SF,26,OKC,11.3,0.591,6.4,0.074,-1.1,0.2,2019,1
1848,Larry Nance Jr.,PF,27,CLE,17.3,0.608,12.3,0.128,1.4,0.4,2019,1
1849,Raul Neto,PG,27,PHI,12.7,0.567,20.3,0.083,-1.2,-0.6,2019,1
1850,Georges Niang,PF,26,UTA,11.7,0.589,7,0.092,0.4,-0.5,2019,1
1851,Nerlens Noel,C,25,OKC,20.4,0.711,7.6,0.209,-0.3,3.4,2019,1
1852,Jaylen Nowell,SG,20,MIN,10.5,0.471,17.8,0.051,-2.9,-0.8,2019,1
1853,Frank Ntilikina,PG,21,NYK,9.8,0.497,20.2,0.037,-3.6,0.4,2019,1
1854,Jusuf Nurkic,C,25,POR,22.6,0.567,19.1,0.164,1,0.9,2019,1
1855,David Nwaba,SF,27,BRK,14,0.627,4.3,0.138,-1,2,2019,1
1856,Royce O'Neale,SF,26,UTA,9.5,0.578,11.6,0.101,-1.3,2.2,2019,1
1857,Semi Ojeleye,PF,25,BOS,7.7,0.562,4.7,0.088,-2.1,0.4,2019,1
1858,Josh Okogie,SG,21,MIN,11.5,0.553,8.9,0.068,-2.4,0,2019,1
1859,KZ Okpala,PF,20,MIA,13.7,0.595,5.5,0.118,-1.3,4,2019,1
1860,Kelly Olynyk,C,28,MIA,14.6,0.621,13.3,0.135,0,1,2019,1
1861,Miye Oni,SF,22,UTA,9.7,0.512,5.1,0.063,-3.2,-1,2019,1
1862,Cedi Osman,SF,24,CLE,10.7,0.552,11.6,0.04,-1.7,-0.9,2019,1
1863,Kelly Oubre Jr.,SF,24,PHO,14.9,0.56,6.6,0.093,-0.3,-0.3,2019,1
1864,Jabari Parker,PF,24,TOT,18,0.571,12.4,0.083,0.6,-0.3,2019,1
1865,Jabari Parker,PF,24,ATL,17.2,0.565,11.6,0.068,0.3,-0.3,2019,1
1866,Jabari Parker,PF,24,SAC,26.5,0.638,21.5,0.234,3.5,-0.9,2019,1
1867,Eric Paschall,PF,23,GSW,14.5,0.571,12.7,0.062,-0.7,-2,2019,1
1868,Chris Paul,PG,34,OKC,21.7,0.61,34,0.193,3,1.4,2019,1
1869,Cameron Payne,SG,25,PHO,15.7,0.612,19.5,0.12,0.5,1,2019,1
1870,Elfrid Payton,PG,25,NYK,16,0.47,38.6,0.065,-0.4,0.4,2019,1
1871,Gary Payton II,SF,27,WAS,11.3,0.473,14.8,0.051,-3.2,1.6,2019,1
1872,Mason Plumlee,C,29,DEN,18.8,0.613,20.9,0.153,0.3,1.7,2019,1
1873,Jakob Poeltl,C,24,SAS,19.1,0.612,13.6,0.163,0.5,2,2019,1
1874,Jordan Poole,SG,20,GSW,7.2,0.454,15.8,-0.047,-4.4,-2.2,2019,1
1875,Kevin Porter Jr.,SF,19,CLE,10.8,0.535,13.9,0.012,-3.2,-0.6,2019,1
1876,Michael Porter Jr.,SF,21,DEN,19.8,0.617,7.9,0.154,2.4,-0.8,2019,1
1877,Otto Porter Jr.,SF,26,CHI,15.8,0.55,11.9,0.112,0.8,0.2,2019,1
1878,Bobby Portis,PF,24,NYK,14.6,0.53,11.1,0.064,0,-1.1,2019,1
1879,Kristaps Porzingis,C,24,DAL,20.2,0.551,8.8,0.138,1.8,0.1,2019,1
1880,Dwight Powell,C,28,DAL,15.9,0.677,7.7,0.162,0.4,0.9,2019,1
1881,Norman Powell,SG,26,TOR,16.8,0.624,9.7,0.15,1.2,0.8,2019,1
1882,Taurean Prince,PF,25,BRK,9.1,0.497,9.2,0.014,-2.8,-0.1,2019,1
1883,Julius Randle,PF,25,NYK,17.5,0.538,15.8,0.062,0.7,-1,2019,1
1884,Cam Reddish,SF,20,ATL,9,0.5,8,-0.011,-3.3,-1,2019,1
1885,Naz Reid,C,20,MIN,15.3,0.505,11.2,0.074,-1.6,-0.3,2019,1
1886,Josh Richardson,SG,26,PHI,12,0.533,13.9,0.061,-1.4,-0.4,2019,1
1887,Austin Rivers,SG,27,HOU,10.4,0.542,10,0.072,-2.1,-0.4,2019,1
1888,Duncan Robinson,SG,25,MIA,13.1,0.684,7.1,0.118,1.5,-1,2019,1
1889,Justin Robinson,PG,22,WAS,8.2,0.542,18.8,0.007,-2.6,-3.1,2019,1
1890,Mitchell Robinson,C,21,NYK,23.5,0.726,3.9,0.23,1.6,1.4,2019,1
1891,Isaiah Roby,PF,21,OKC,-7.7,0,0,-0.188,-12.1,-3.4,2019,1
1892,Rajon Rondo,PG,33,LAL,12.4,0.494,32.9,0.068,-1.2,-0.1,2019,1
1893,Derrick Rose,PG,31,DET,21,0.555,40.5,0.092,3.9,-1.7,2019,1
1894,Terrence Ross,SG,28,ORL,14,0.548,6.8,0.077,-0.1,-0.3,2019,1
1895,Terry Rozier,PG,25,CHO,14.8,0.553,20.4,0.066,0.8,-1.2,2019,1
1896,Ricky Rubio,PG,29,PHO,16.5,0.535,39.7,0.117,0.7,0.2,2019,1
1897,D'Angelo Russell,PG,23,TOT,18.7,0.556,35.2,0.06,3.8,-1.9,2019,1
1898,D'Angelo Russell,PG,23,GSW,19.1,0.558,36,0.058,4.5,-1.9,2019,1
1899,D'Angelo Russell,PG,23,MIN,17.6,0.553,33.1,0.064,1.8,-1.7,2019,1
1900,Domantas Sabonis,PF,23,IND,20.7,0.586,21.7,0.168,2,1.2,2019,1
1901,Tomas Satoransky,SG,28,CHI,13.5,0.533,27.1,0.09,-1.1,-0.2,2019,1
1902,Dennis Schroder,PG,26,OKC,16.7,0.575,21.9,0.087,1.1,-1.1,2019,1
1903,Collin Sexton,PG,21,CLE,16.3,0.56,15.1,0.057,0.3,-2.1,2019,1
1904,Landry Shamet,SG,22,LAC,8.5,0.58,9.1,0.086,-1.8,-0.3,2019,1
1905,Pascal Siakam,PF,25,TOR,17.9,0.554,16.4,0.123,1.3,0.5,2019,1
1906,Anfernee Simons,SG,20,POR,9,0.502,9.2,0.005,-2.6,-1.9,2019,1
1907,Marcus Smart,SG,25,BOS,13.8,0.518,21.1,0.112,0,1.4,2019,1
1908,Dennis Smith Jr.,PG,22,NYK,7.4,0.399,26.4,-0.079,-5.2,-0.9,2019,1
1909,Ish Smith,PG,31,WAS,13.9,0.509,27.1,0.051,-0.3,-1,2019,1
1910,Tony Snell,SF,28,DET,9.7,0.598,10.9,0.076,-1.2,-0.6,2019,1
1911,Max Strus,SF,23,CHI,30.7,0.727,0,0.316,5.3,-1,2019,1
1912,Jayson Tatum,PF,21,BOS,20.4,0.567,14.5,0.146,3.5,0.6,2019,1
1913,Garrett Temple,SG,33,BRK,10.5,0.513,12.8,0.066,-1.4,0.3,2019,1
1914,Daniel Theis,C,27,BOS,17.9,0.631,10.1,0.201,0.6,1.8,2019,1
1915,Matt Thomas,SG,25,TOR,13.3,0.65,7.5,0.133,1,0.1,2019,1
1916,Tristan Thompson,PF,28,CLE,16.8,0.54,10.5,0.085,-0.3,-1.3,2019,1
1917,Matisse Thybulle,SG,22,PHI,10,0.539,8,0.086,-2.8,3.1,2019,1
1918,Juan Toscano-Anderson,SG,26,GSW,9.4,0.529,13.8,0.03,-4,0.5,2019,1
1919,Karl-Anthony Towns,C,24,MIN,26.5,0.642,22.8,0.204,7,0.8,2019,1
1920,Gary Trent Jr.,SF,21,POR,12.9,0.587,6.3,0.089,0.5,-0.8,2019,1
1921,P.J. Tucker,PF,34,HOU,8.3,0.559,6,0.078,-2.4,0.6,2019,1
1922,Myles Turner,C,23,IND,14.8,0.566,5.4,0.111,-1,1.1,2019,1
1923,Jonas Valanciunas,C,27,MEM,22.2,0.631,10.9,0.182,2.1,0.2,2019,1
1924,Denzel Valentine,SF,26,CHI,13,0.511,14.2,0.048,-0.8,0.2,2019,1
1925,Jarred Vanderbilt,PF,20,TOT,7.6,0.676,5.9,-0.026,-6.6,0.5,2019,1
1926,Jarred Vanderbilt,PF,20,DEN,7.2,0.714,6.6,-0.042,-7,0.9,2019,1
1927,Jarred Vanderbilt,PF,20,MIN,11.1,0.532,0,0.104,-2.8,-2.8,2019,1
1928,Fred VanVleet,SG,25,TOR,16.3,0.553,27.7,0.145,1.2,1.4,2019,1
1929,Gabe Vincent,PG,23,MIA,1.2,0.297,10.1,-0.117,-8.5,-1.9,2019,1
1930,Nikola Vucevic,C,29,ORL,21.9,0.549,19.5,0.153,3.7,0.5,2019,1
1931,Dean Wade,PF,23,CLE,13.9,0.744,4,0.105,-1.7,0.5,2019,1
1932,Moritz Wagner,C,22,WAS,15.1,0.638,9.8,0.099,-2,-0.3,2019,1
1933,Kemba Walker,PG,29,BOS,20,0.575,24.2,0.162,4.9,-0.3,2019,1
1934,Lonnie Walker IV,SG,21,SAS,10.5,0.507,9.6,0.016,-2.5,-1,2019,1
1935,Brad Wanamaker,PG,30,BOS,12.8,0.577,17.8,0.124,-1.9,1.3,2019,1
1936,P.J. Washington,PF,21,CHO,12.4,0.547,11.3,0.054,-1.7,0.1,2019,1
1937,Russell Westbrook,PG,31,HOU,21,0.536,35.6,0.098,1.6,-0.1,2019,1
1938,Coby White,PG,19,CHI,11.9,0.506,16.5,0.026,-1.2,-1.6,2019,1
1939,Derrick White,SG,25,SAS,16.4,0.593,20,0.119,1.2,0.1,2019,1
1940,Hassan Whiteside,C,30,POR,25,0.644,5.9,0.204,2.5,0.7,2019,1
1941,Andrew Wiggins,SF,24,TOT,16.4,0.536,18.1,0.05,1.1,-1.4,2019,1
1942,Andrew Wiggins,SF,24,MIN,16.1,0.535,18.1,0.046,1.1,-1.5,2019,1
1943,Andrew Wiggins,SF,24,GSW,17.5,0.542,18.2,0.064,0.9,-1.1,2019,1
1944,Grant Williams,PF,21,BOS,7.9,0.505,8.5,0.071,-4.1,1.4,2019,1
1945,Kenrich Williams,PF,25,NOP,7.5,0.429,8.4,0.05,-3.4,0.9,2019,1
1946,Lou Williams,PG,33,LAC,17.3,0.546,30.1,0.105,2.2,-1.4,2019,1
1947,Robert Williams III,C,22,BOS,23.1,0.728,10.1,0.253,0.8,4.3,2019,1
1948,Justise Winslow,SG,23,MIA,8.5,0.44,18.7,-0.004,-3.5,0,2019,1
1949,Christian Wood,PF,24,DET,23.2,0.659,7.6,0.183,3.5,-0.3,2019,1
1950,Delon Wright,PG,27,DAL,15.4,0.554,21,0.134,0,1.8,2019,1
1951,Thaddeus Young,PF,31,CHI,13.3,0.521,11.3,0.058,-1.4,0.2,2019,1
1952,Trae Young,PG,21,ATL,23.9,0.595,45.6,0.133,6.2,-2.3,2019,1
1953,Cody Zeller,C,27,CHO,18.8,0.576,11.3,0.129,0.2,-0.8,2019,1
1954,Ivica Zubac,C,22,LAC,21.7,0.651,9.1,0.241,1.9,0.8,2019,1
1955,Precious Achiuwa,PF,21,MIA,14.2,0.55,6.1,0.085,-3.5,-0.9,2020,1
1956,Steven Adams,C,27,NOP,15.1,0.596,9.1,0.119,-0.3,-0.5,2020,1
1957,Bam Adebayo,C,23,MIA,22.7,0.626,26.9,0.197,2.9,1.9,2020,1
1958,LaMarcus Aldridge,C,35,TOT,15.7,0.556,11,0.08,-0.2,-0.4,2020,1
1959,LaMarcus Aldridge,C,35,SAS,15.1,0.545,10.2,0.067,-0.2,-1,2020,1
1960,LaMarcus Aldridge,C,35,BRK,18.2,0.611,14.3,0.135,-0.2,1.9,2020,1
1961,Nickeil Alexander-Walker,SG,22,NOP,12.5,0.522,14.7,0.035,-1.4,-0.2,2020,1
1962,Grayson Allen,SG,25,MEM,12.8,0.586,11.5,0.101,-0.4,-0.1,2020,1
1963,Jarrett Allen,C,22,TOT,20.1,0.661,8.7,0.166,1.4,-0.4,2020,1
1964,Jarrett Allen,C,22,BRK,21.5,0.73,8.3,0.216,1.3,0.6,2020,1
1965,Jarrett Allen,C,22,CLE,19.8,0.649,8.8,0.155,1.4,-0.7,2020,1
1966,Kyle Anderson,PF,27,MEM,17.2,0.578,18.3,0.143,1.4,1.7,2020,1
1967,Giannis Antetokounmpo,PF,26,MIL,29.2,0.633,28.7,0.244,6.2,2.6,2020,1
1968,Thanasis Antetokounmpo,SF,28,MIL,10.3,0.523,10.3,0.057,-3.6,-0.3,2020,1
1969,Carmelo Anthony,PF,36,POR,14.6,0.547,9.2,0.073,0.1,-1.6,2020,1
1970,Cole Anthony,PG,20,ORL,12.1,0.496,24.2,-0.001,-2,-1.3,2020,1
1971,OG Anunoby,SF,23,TOR,15.4,0.605,10.1,0.104,0.6,0.3,2020,1
1972,D.J. Augustin,PG,33,TOT,12.1,0.57,22.2,0.088,-0.5,-1.6,2020,1
1973,D.J. Augustin,PG,33,MIL,10.2,0.542,18.6,0.08,-1,-1.1,2020,1
1974,D.J. Augustin,PG,33,HOU,15.5,0.604,28.3,0.103,0.3,-2.5,2020,1
1975,Deni Avdija,SF,20,WAS,7.6,0.515,6.3,0.046,-3.6,-0.3,2020,1
1976,Deandre Ayton,C,22,PHO,20.3,0.653,6.8,0.191,0.9,0,2020,1
1977,Udoka Azubuike,C,21,UTA,10.3,0.597,0,0.119,-5.6,0.7,2020,1
1978,Marvin Bagley III,PF,21,SAC,16.3,0.554,5.8,0.059,-0.6,-2.8,2020,1
1979,LaMelo Ball,PG,19,CHO,17.5,0.539,33.9,0.093,1.2,0.6,2020,1
1980,Lonzo Ball,PG,23,NOP,15.2,0.551,25.4,0.089,1.4,0.2,2020,1
1981,Mo Bamba,C,22,ORL,19.3,0.556,8.1,0.117,0.1,-0.1,2020,1
1982,Desmond Bane,SG,22,MEM,12.2,0.6,10.6,0.093,-0.7,-0.3,2020,1
1983,Harrison Barnes,PF,28,SAC,15.4,0.626,13,0.103,1.4,-1.6,2020,1
1984,RJ Barrett,SG,20,NYK,13.4,0.535,13.8,0.078,-1,-0.5,2020,1
1985,Will Barton,SF,30,DEN,11.8,0.538,14.1,0.061,-0.8,-1.2,2020,1
1986,Keita Bates-Diop,SF,25,SAS,12,0.518,6.6,0.068,-2.7,0.8,2020,1
1987,Nicolas Batum,SF,32,LAC,12.9,0.617,10.5,0.132,0.5,1,2020,1
1988,Kent Bazemore,SF,31,GSW,10.6,0.564,11.1,0.065,-2.9,1.3,2020,1
1989,Darius Bazley,PF,20,OKC,9.7,0.491,8.9,-0.026,-3.1,-1.4,2020,1
1990,Bradley Beal,SG,27,WAS,22.7,0.593,21.3,0.132,4.9,-1.7,2020,1
1991,Malik Beasley,SG,24,MIN,14.6,0.57,11.6,0.053,1.7,-2.3,2020,1
1992,DeAndre' Bembry,SF,26,TOR,11.2,0.57,15.6,0.059,-3.2,1.2,2020,1
1993,Davis Bertans,PF,28,WAS,11.4,0.62,4.4,0.101,0.4,-1.4,2020,1
1994,Patrick Beverley,PG,32,LAC,12,0.58,12,0.119,-0.7,0.7,2020,1
1995,Saddiq Bey,SF,21,DET,12.6,0.567,7.6,0.082,0.3,-1.1,2020,1
1996,Khem Birch,C,28,TOT,15.1,0.552,8.5,0.118,-1,-0.3,2020,1
1997,Khem Birch,C,28,ORL,14.1,0.517,8,0.106,-1.6,-0.6,2020,1
1998,Khem Birch,C,28,TOR,16.8,0.596,9.4,0.138,0,0.1,2020,1
1999,Goga Bitadze,C,21,IND,16.3,0.523,8.9,0.129,-1.9,0.8,2020,1
2000,Nemanja Bjelica,PF,32,TOT,12.9,0.554,16.2,0.071,-1.4,-1.1,2020,1
2001,Nemanja Bjelica,PF,32,SAC,12.7,0.555,15.3,0.052,-1.3,-1.7,2020,1
2002,Nemanja Bjelica,PF,32,MIA,13.3,0.55,18.7,0.122,-1.9,0.7,2020,1
2003,Eric Bledsoe,SG,31,NOP,11.5,0.533,17.3,0.053,-1.1,-1.3,2020,1
2004,Bogdan Bogdanovic,SG,28,ATL,17.6,0.616,17.6,0.142,3.4,0.4,2020,1
2005,Bojan Bogdanovic,SF,31,UTA,14,0.588,9.1,0.113,0.1,-0.9,2020,1
2006,Bol Bol,PF,21,DEN,9.4,0.534,6,-0.004,-3.6,-0.7,2020,1
2007,Isaac Bonga,SF,21,WAS,4,0.461,6.5,-0.001,-5.6,-0.8,2020,1
2008,Devin Booker,SG,24,PHO,19.2,0.587,20.6,0.104,1.4,-1.5,2020,1
2009,Chris Boucher,C,28,TOR,21.9,0.634,6.9,0.201,2.8,0.1,2020,1
2010,Avery Bradley,SG,30,TOT,6.3,0.487,10.8,-0.008,-4.9,-0.8,2020,1
2011,Avery Bradley,SG,30,MIA,10.4,0.607,10,0.072,-2.7,-0.6,2020,1
2012,Avery Bradley,SG,30,HOU,4,0.409,11.2,-0.052,-6.1,-0.9,2020,1
2013,Tony Bradley,C,23,TOT,20.7,0.678,8.5,0.192,1.1,0.1,2020,1
2014,Tony Bradley,C,23,PHI,21.1,0.683,8.7,0.245,2.1,1,2020,1
2015,Tony Bradley,C,23,OKC,20.4,0.676,8.3,0.154,0.4,-0.5,2020,1
2016,Ignas Brazdeikis,SF,22,TOT,9.5,0.51,10.5,0.016,-3.9,-1.8,2020,1
2017,Ignas Brazdeikis,SF,22,NYK,11.2,0.532,17.5,0.039,-2.9,-1.9,2020,1
2018,Ignas Brazdeikis,SF,22,PHI,-12,0,0,-0.33,-18.9,-4.2,2020,1
2019,Ignas Brazdeikis,SF,22,ORL,10.2,0.528,10.6,0.027,-3.4,-1.7,2020,1
2020,Mikal Bridges,SF,24,PHO,16.4,0.667,8.8,0.164,2.2,0.8,2020,1
